soc_code,occupation_title,task_id,task_description,onet_importance,onet_frequency,economic_index_label,eloundou_beta
11-9141.00,"Property, Real Estate, and Community Association Managers",7238,Meet with boards of directors and committees to discuss and resolve legal and environmental issues or disputes between neighbors.,3.88,2.5,unknown,0.0
11-9141.00,"Property, Real Estate, and Community Association Managers",7239,Confer with legal authorities to ensure that renting and advertising practices are not discriminatory and that properties comply with state and federal regulations.,3.6,2.27,unknown,0.5
11-9141.00,"Property, Real Estate, and Community Association Managers",7240,"Clean common areas, change light bulbs, and make minor property repairs.",4.08,4.69,unknown,0.0
11-9141.00,"Property, Real Estate, and Community Association Managers",7241,"Meet with clients to negotiate management and service contracts, determine priorities, and discuss the financial and operational status of properties.",4.4,3.1,unknown,0.5
11-9141.00,"Property, Real Estate, and Community Association Managers",7242,Negotiate short- and long-term loans to finance construction and ownership of structures.,3.29,1.14,unknown,0.5
11-9141.00,"Property, Real Estate, and Community Association Managers",7243,Contract with architectural firms to draw up detailed plans for new structures.,3.5,2.25,unknown,0.5
11-9141.00,"Property, Real Estate, and Community Association Managers",7244,"Negotiate with government leaders, businesses, special interest representatives, and utility companies to gain support for new projects and to eliminate potential obstacles.",3.0,1.67,unknown,0.5
11-9141.00,"Property, Real Estate, and Community Association Managers",7245,"Analyze information on property values, taxes, zoning, population growth, and traffic volume and patterns to determine if properties should be acquired.",3.78,1.67,unknown,0.5
11-9151.00,Social and Community Service Managers,1127,Establish and maintain relationships with other agencies and organizations in community to meet community needs and to ensure that services are not duplicated.,4.05,3.92,unknown,0.0
11-9151.00,Social and Community Service Managers,1128,"Prepare and maintain records and reports, such as budgets, personnel records, or training manuals.",4.21,3.72,automation,1.0
11-9151.00,Social and Community Service Managers,1129,Direct activities of professional and technical staff members and volunteers.,4.36,5.0,unknown,0.0
11-9151.00,Social and Community Service Managers,1130,Evaluate the work of staff and volunteers to ensure that programs are of appropriate quality and that resources are used effectively.,4.32,4.16,unknown,0.5
11-9151.00,Social and Community Service Managers,1131,Establish and oversee administrative procedures to meet objectives set by boards of directors or senior management.,4.37,4.86,unknown,0.5
11-9151.00,Social and Community Service Managers,1132,"Participate in the determination of organizational policies regarding such issues as participant eligibility, program requirements, and program benefits.",4.27,3.45,unknown,0.5
11-9151.00,Social and Community Service Managers,1133,Research and analyze member or community needs to determine program directions and goals.,3.89,2.98,augmentation,0.5
11-9151.00,Social and Community Service Managers,1134,"Speak to community groups to explain and interpret agency purposes, programs, and policies.",3.42,2.55,unknown,0.0
11-9151.00,Social and Community Service Managers,1135,"Recruit, interview, and hire or sign up volunteers and staff.",3.95,2.25,unknown,0.5
11-9151.00,Social and Community Service Managers,1136,Represent organizations in relations with governmental and media institutions.,3.38,2.48,unknown,0.5
11-9151.00,Social and Community Service Managers,1137,"Plan and administer budgets for programs, equipment, and support services.",3.63,2.61,unknown,0.5
11-9151.00,Social and Community Service Managers,1138,"Analyze proposed legislation, regulations, or rule changes to determine how agency services could be impacted.",3.64,2.53,unknown,0.5
11-9151.00,Social and Community Service Managers,1139,"Act as consultants to agency staff and other community programs regarding the interpretation of program-related federal, state, and county regulations and policies.",3.73,3.72,unknown,0.5
11-9151.00,Social and Community Service Managers,1141,Direct fundraising activities and the preparation of public relations materials.,3.37,2.63,unknown,0.5
11-9151.00,Social and Community Service Managers,18463,"Provide direct service and support to individuals or clients, such as handling a referral for child advocacy issues, conducting a needs evaluation, or resolving complaints.",4.19,4.43,unknown,0.0
11-9151.00,Social and Community Service Managers,18464,"Implement and evaluate staff, volunteer, or community training programs.",3.87,3.17,unknown,0.5
11-9161.00,Emergency Management Directors,7253,"Keep informed of activities or changes that could affect the likelihood of an emergency, response efforts, or plan implementation.",4.05,3.41,unknown,0.5
11-9161.00,Emergency Management Directors,7254,"Prepare plans that outline operating procedures to be used in response to disasters or emergencies, such as hurricanes, nuclear accidents, and terrorist attacks, and in recovery from these events.",4.29,2.05,automation,0.5
11-9161.00,Emergency Management Directors,7255,"Propose alteration of emergency response procedures, based on regulatory changes, technological changes, or knowledge gained from outcomes of previous emergency situations.",3.67,1.67,unknown,0.5
11-9161.00,Emergency Management Directors,7256,Maintain and update all resource materials associated with emergency preparedness plans.,4.36,2.36,unknown,0.5
11-9161.00,Emergency Management Directors,7257,"Coordinate disaster response or crisis management activities, such as ordering evacuations, opening public shelters, and implementing special needs plans and programs.",4.43,1.95,unknown,0.5
11-9161.00,Emergency Management Directors,7258,"Develop and maintain liaisons with municipalities, county departments, and similar entities to facilitate plan development, response effort coordination, and exchanges of personnel and equipment.",4.48,3.38,unknown,0.0
11-9161.00,Emergency Management Directors,7259,"Keep informed of federal, state, and local regulations affecting emergency plans, and ensure that plans adhere to those regulations.",4.0,2.59,unknown,0.5
11-9161.00,Emergency Management Directors,7260,"Prepare emergency situation status reports that describe response and recovery efforts, needs, and preliminary damage assessments.",4.36,3.64,unknown,0.5
11-9161.00,Emergency Management Directors,7261,Design and administer emergency or disaster preparedness training courses that teach people how to effectively respond to major emergencies and disasters.,4.09,2.29,unknown,0.5
11-9161.00,Emergency Management Directors,7262,"Inspect facilities and equipment, such as emergency management centers and communications equipment, to determine their operational and functional capabilities in emergency situations.",4.05,2.59,unknown,0.0
11-9161.00,Emergency Management Directors,7263,"Consult with officials of local and area governments, schools, hospitals, and other institutions to determine their needs and capabilities in the event of a natural disaster or other emergency.",4.64,2.76,unknown,0.5
11-9161.00,Emergency Management Directors,7264,Develop and perform tests and evaluations of emergency management plans in accordance with state and federal regulations.,4.14,1.86,unknown,0.5
11-9161.00,Emergency Management Directors,7265,"Attend meetings, conferences, and workshops related to emergency management to learn new information and to develop working relationships with other emergency management specialists.",3.86,2.48,unknown,0.0
11-9161.00,Emergency Management Directors,7266,Collaborate with other officials to prepare and analyze damage assessments following disasters or emergencies.,4.09,2.36,unknown,0.5
11-9161.00,Emergency Management Directors,7267,Develop instructional materials for the public and make presentations to citizens' groups to provide information on emergency plans and their implementation processes.,3.55,2.23,none,0.5
11-9161.00,Emergency Management Directors,7268,Train local groups in the preparation of long-term plans that are compatible with federal and state plans.,3.38,1.8,unknown,0.5
11-9161.00,Emergency Management Directors,7269,"Review emergency plans of individual organizations, such as medical facilities, to ensure their adequacy.",4.0,2.0,unknown,0.5
11-9161.00,Emergency Management Directors,7270,"Conduct surveys to determine the types of emergency-related needs to be addressed in disaster planning, or provide technical support to others conducting such surveys.",3.9,1.57,unknown,0.5
11-9161.00,Emergency Management Directors,7271,Study emergency plans used elsewhere to gather information for plan development.,3.09,1.68,unknown,0.5
11-9161.00,Emergency Management Directors,7272,"Apply for federal funding for emergency-management-related needs, and administer and report on the progress of such grants.",3.45,1.64,unknown,0.5
11-9161.00,Emergency Management Directors,7273,"Develop and implement training procedures and strategies for radiological protection, detection, and decontamination.",2.77,1.25,unknown,0.5
11-9161.00,Emergency Management Directors,7274,"Inventory and distribute nuclear, biological, and chemical detection and contamination equipment, providing instruction in its maintenance and use.",2.67,1.27,unknown,0.0
11-9161.00,Emergency Management Directors,7275,"Provide communities with assistance in applying for federal funding for emergency management facilities, radiological instrumentation, and related items.",3.35,1.56,unknown,0.5
11-9171.00,Funeral Home Managers,18830,Attend or make presentations at community events to promote funeral home services or build community relationships.,3.53,2.14,augmentation,0.0
11-9171.00,Funeral Home Managers,18831,Conduct market research and analyze industry trends.,3.41,1.91,augmentation,0.5
11-9171.00,Funeral Home Managers,18832,"Consult with families or friends of the deceased to arrange funeral details, such as obituary notice wording, casket selection, or plans for services.",4.85,4.87,none,0.0
